price,drivetrain,model,year,province,front_legroom(mm),battery_charge_time(hr),battery_range(km),mileage(km)
36980,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,36788
36995,Rear-Wheel Drive,Model Y,2021.0,QC,1062.0,10.0,393.0,85381
32998,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,518.0,76145
30490,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,152000
37750,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,62700
44390,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,21400
52690,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,24240
29800,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,124000
34699,Rear-Wheel Drive,Model 3,2020.0,MB,1085.0,10.0,402.0,74311
28995,Rear-Wheel Drive,Model 3,2018.0,AB,1085.0,12.0,499.0,157446
24990,Rear-Wheel Drive,Model S,2014.0,ON,1085.0,12.0,407.0,152100
45888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,76372
35900,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,45000
33888,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,67375
26800,unknown,Model 3,2020.0,ON,1085.0,10.0,430.0,135000
32490,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,518.0,83965
39995,All-Wheel Drive,Model X,2017.0,ON,1046.0,12.0,383.0,124000
34800,All-Wheel Drive,Model 3,2018.0,BC,1085.0,10.0,499.0,52000
34449,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,69350
32888,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,86000
38500,Rear-Wheel Drive,Model 3,2018.0,BC,1085.0,12.0,499.0,51804
36499,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,98763
31888,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,105249
50950,All-Wheel Drive,Model X,2016.0,BC,1046.0,12.0,383.0,91000
33995,Rear-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,393.0,128793
29900,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,95348
52490,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,27749
32995,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,56471
49990,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,46578
31995,Rear-Wheel Drive,Model 3,2020.0,NS,1085.0,10.0,402.0,84000
42888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,101047
57900,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,18500
49280,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,509.0,72000
36950,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,86500
59950,All-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,538.0,300
36999,All-Wheel Drive,Model S,2016.0,ON,1085.0,12.0,435.0,77000
39800,Rear-Wheel Drive,Model S,2014.0,BC,1085.0,12.0,407.0,76000
21999,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,386.0,147000
17995,All-Wheel Drive,Model S,2015.0,QC,1085.0,12.0,386.0,216088
23888,All-Wheel Drive,Model S,2015.0,BC,1085.0,12.0,386.0,159310
24999,Rear-Wheel Drive,Model S,2014.0,BC,1085.0,12.0,407.0,120519
39999,All-Wheel Drive,Model Y,2021.0,AB,1062.0,10.0,509.0,78645
23900,Rear-Wheel Drive,Model 3,2018.0,ON,1085.0,12.0,499.0,137000
25900,All-Wheel Drive,Model S,2015.0,BC,1085.0,12.0,386.0,128120
35999,Rear-Wheel Drive,Model 3,2023.0,AB,1085.0,10.4,438.0,4918
63995,All-Wheel Drive,Model S,2019.0,ON,1085.0,12.0,507.0,69009
26985,unknown,Model S,2016.0,BC,1085.0,12.0,435.0,201531
25895,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,87000
42888,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,386.0,142105
34995,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,55000
22990,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,117000
19999,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,386.0,173028
33995,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,123000
29995,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,131000
24999,Rear-Wheel Drive,Model 3,2019.0,AB,1085.0,10.0,354.0,83834
28999,All-Wheel Drive,Model 3,2019.0,AB,1085.0,10.0,499.0,56813
69995,All-Wheel Drive,Model S,2016.0,ON,1085.0,12.0,473.0,59990
71995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,8180
38999,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,88219
38950,All-Wheel Drive,Model 3,2018.0,BC,1085.0,10.0,499.0,53100
59991,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,35000
27888,Rear-Wheel Drive,Model S,2013.0,BC,1085.0,10.0,335.0,133200
42888,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,91900
45888,All-Wheel Drive,Model 3,2020.0,AB,1085.0,10.0,354.0,60120
44888,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,116725
52010,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,32017
53200,All-Wheel Drive,Model X,2017.0,BC,1046.0,12.0,465.0,94117
43850,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,105234
27995,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,137000
69888,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,15820
59888,unknown,Model Y,2023.0,AB,1062.0,10.0,509.0,37786
35895,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,17687
41200,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,34782
40800,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,38772
44900,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,26855
24994,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,129000
48995,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,509.0,45235
53995,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,507.0,66635
52800,All-Wheel Drive,Model Y,2023.0,BC,1062.0,11.5,531.0,58500
32995,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,67025
49888,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,85707
47984,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,531.0,60571
39888,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,109289
44980,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,4246
51495,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,55240
49888,All-Wheel Drive,Model 3,2022.0,AB,1085.0,10.0,538.0,41000
55850,All-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,507.0,38158
36995,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,67955
41995,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,33827
43900,All-Wheel Drive,Model X,2017.0,BC,1046.0,12.0,414.0,269325
69900,All-Wheel Drive,Model S,2021.0,ON,1085.0,15.0,652.0,31388
31990,All-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,568.0,118280
32995,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,51000
63995,All-Wheel Drive,Model X,2019.0,BC,1046.0,12.0,475.0,95934
34999,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,90000
41495,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,27620
57995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,35223
34388,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,45500
35888,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,78498
29995,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,70000
22995,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,354.0,152000
55999,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,25000
35888,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,94244
34999,Rear-Wheel Drive,Model S,2012.0,BC,1085.0,12.0,407.0,20432
36995,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,94250
25300,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,187000
48995,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,507.0,49646
36995,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,39727
59995,All-Wheel Drive,Model X,2018.0,ON,1046.0,12.0,475.0,114784
58619,All-Wheel Drive,Model Y,2023.0,ON,1062.0,11.8,488.0,18018
37890,Rear-Wheel Drive,Model 3,2023.0,QC,1085.0,10.4,438.0,58887
49995,All-Wheel Drive,Model S,2018.0,QC,1085.0,12.0,539.0,139771
58900,All-Wheel Drive,Model S,2017.0,BC,1085.0,12.0,507.0,89600
44881,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,509.0,86000
54888,unknown,Model Y,2023.0,ON,1062.0,10.0,509.0,34000
77998,All-Wheel Drive,Model X,2020.0,BC,1046.0,12.0,528.0,36542
31995,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,67025
42995,All-Wheel Drive,Model Y,2020.0,QC,1062.0,10.0,509.0,88000
29880,All-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,499.0,126236
26495,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,169244
36799,Rear-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,393.0,112000
38388,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,481.0,98000
24888,Rear-Wheel Drive,Model S,2014.0,BC,1085.0,12.0,407.0,189101
35978,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,57123
51396,All-Wheel Drive,Model Y,2021.0,AB,1062.0,10.0,507.0,95628
69999,All-Wheel Drive,Model X,2019.0,ON,1046.0,12.0,475.0,98000
47995,Rear-Wheel Drive,Model Y,2023.0,BC,1064.0,9.4,418.0,32450
34999,Rear-Wheel Drive,Model 3,2021.0,NS,1085.0,10.0,430.0,95000
47990,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,76034
71800,All-Wheel Drive,Model X,2020.0,BC,1045.0,12.0,565.0,65000
39918,Rear-Wheel Drive,Model 3,2022.0,AB,1085.0,10.0,430.0,35314
31995,Rear-Wheel Drive,Model 3,2020.0,NS,1085.0,10.0,402.0,92000
23990,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,354.0,136000
48973,All-Wheel Drive,Model Y,2022.0,AB,1062.0,10.0,531.0,53312
29888,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,85895
19999,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,499.0,220586
32800,unknown,Model 3,2020.0,ON,1085.0,10.0,430.0,74000
59500,All-Wheel Drive,Model S,2016.0,BC,1085.0,12.0,473.0,36900
26800,unknown,Model 3,2020.0,ON,1085.0,10.0,430.0,146000
34988,All-Wheel Drive,Model 3,2019.0,AB,1085.0,10.0,499.0,106079
33995,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,62452
29900,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,354.0,90484
39888,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,27000
37888,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,35692
44988,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,51000
23800,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,187000
30888,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,64000
32995,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,70639
40888,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,79900
40888,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,80079
55000,All-Wheel Drive,Model X,2018.0,BC,1046.0,12.0,475.0,157078
40990,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,66019
30995,Rear-Wheel Drive,Model 3,2021.0,QC,1085.0,10.0,430.0,94487
49700,Rear-Wheel Drive,Model Y,2023.0,BC,1064.0,9.4,418.0,12401
29995,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,435.0,136000
59950,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,28000
27995,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,131000
43900,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,5000
49988,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,76341
76800,All-Wheel Drive,Model X,2021.0,ON,1046.0,12.0,565.0,66000
34995,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,518.0,74920
29500,Rear-Wheel Drive,Model 3,2020.0,MB,1085.0,10.0,402.0,162654
30998,All-Wheel Drive,Model 3,2018.0,QC,1085.0,10.0,499.0,38548
36888,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,69128
33995,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,76650
35990,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,73511
33999,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,74700
51888,All-Wheel Drive,Model Y,2023.0,ON,1062.0,11.5,531.0,49408
35995,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,49000
50495,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,23914
39900,All-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,507.0,88000
46495,Rear-Wheel Drive,Model Y,2023.0,QC,1064.0,9.4,418.0,22575
46906,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,7114
59999,unknown,Model X,2018.0,BC,1046.0,12.0,475.0,110058
48450,All-Wheel Drive,Model 3,2023.0,QC,1085.0,11.5,576.0,16000
30900,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,136309
54980,All-Wheel Drive,Model S,2017.0,BC,1085.0,12.0,539.0,67900
36995,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,25842
35988,Rear-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,393.0,139998
39900,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,76872
32998,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,108000
36990,Rear-Wheel Drive,Model 3,2020.0,SK,1085.0,10.0,402.0,65345
39995,Rear-Wheel Drive,Model 3,2023.0,NS,1085.0,10.4,438.0,55000
43995,All-Wheel Drive,Model Y,2020.0,QC,1062.0,10.0,509.0,60229
39800,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,58000
46900,All-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,507.0,83226
54800,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,488.0,61000
39995,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,12672
42888,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,97300
32888,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,59995
34888,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,36270
32888,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,125861
34888,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,51000
65910,All-Wheel Drive,Model S,2021.0,ON,1085.0,12.0,629.0,48427
33888,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,97252
29888,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,98206
41850,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,44136
28995,All-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,499.0,145323
45888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,111700
62995,All-Wheel Drive,Model S,2019.0,ON,1085.0,12.0,507.0,93500
57950,All-Wheel Drive,Model S,2018.0,BC,1085.0,12.0,507.0,85100
79888,All-Wheel Drive,Model X,2021.0,BC,1046.0,12.0,565.0,56812
44888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,106100
65888,All-Wheel Drive,Model Y,2024.0,ON,1062.0,9.0,499.0,2000
54888,Rear-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,393.0,34499
46990,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,509.0,95642
44588,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,110500
42888,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,38419
48880,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,509.0,98200
44995,Rear-Wheel Drive,Model 3,2022.0,AB,1085.0,10.0,430.0,17101
38888,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,57241
36888,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,61150
34888,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,91500
77895,All-Wheel Drive,Model S,2022.0,QC,1077.0,15.0,652.0,56225
24995,All-Wheel Drive,Model 3,2019.0,QC,1085.0,10.0,499.0,198058
52995,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,69000
33955,All-Wheel Drive,Model S,2015.0,QC,1085.0,12.0,407.0,151000
40496,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,64868
41991,All-Wheel Drive,Model 3,2020.0,MB,1085.0,10.0,518.0,55898
40800,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,51000
46985,All-Wheel Drive,Model Y,2021.0,AB,1062.0,10.0,509.0,73328
33988,All-Wheel Drive,Model 3,2018.0,AB,1085.0,10.0,499.0,112912
42888,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,78000
51888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,73500
29999,Rear-Wheel Drive,Model S,2014.0,ON,1085.0,12.0,407.0,159578
53799,All-Wheel Drive,Model 3,2022.0,AB,1085.0,10.0,507.0,82806
29995,Rear-Wheel Drive,Model 3,2021.0,QC,1085.0,10.0,430.0,127905
40998,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,28074
32995,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,122000
56600,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,488.0,65427
47995,All-Wheel Drive,Model 3,2023.0,ON,1085.0,11.5,576.0,51200
32771,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,354.0,61994
54995,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,509.0,28000
44900,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,66121
31850,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,131479
79800,All-Wheel Drive,Model X,2018.0,BC,1046.0,12.0,475.0,42605
37850,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,86705
27995,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,98400
68850,All-Wheel Drive,Model 3,2024.0,BC,1085.0,9.4,549.0,1500
34900,unknown,Model 3,2018.0,BC,1085.0,10.0,430.0,103640
59900,All-Wheel Drive,Model Y,2022.0,ON,1063.0,10.0,488.0,24555
36900,unknown,Model 3,2018.0,BC,1085.0,10.0,430.0,72177
35850,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,114662
52950,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,73537
47995,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,39000
45990,All-Wheel Drive,Model S,2018.0,BC,1085.0,12.0,417.0,162965
79900,All-Wheel Drive,Model X,2020.0,QC,1046.0,12.0,565.0,56007
52995,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,531.0,51248
54988,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,55500
49850,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,509.0,78528
48850,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,509.0,95939
34995,Rear-Wheel Drive,Model 3,2018.0,ON,1085.0,12.0,499.0,100738
27900,All-Wheel Drive,Model S,2015.0,QC,1085.0,12.0,435.0,301000
30995,Rear-Wheel Drive,Model S,2013.0,ON,1085.0,12.0,407.0,190162
54999,All-Wheel Drive,Model Y,2023.0,ON,1062.0,11.5,531.0,35671
36850,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,112690
36981,All-Wheel Drive,Model 3,2020.0,SK,1085.0,10.0,518.0,125729
58888,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,507.0,42552
52888,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,509.0,75019
26995,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,152000
33995,All-Wheel Drive,Model 3,2019.0,NS,1085.0,10.0,499.0,157000
46888,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,509.0,125876
38332,unknown,Model 3,2018.0,BC,1085.0,10.0,430.0,93627
69888,All-Wheel Drive,Model Y,2024.0,BC,1062.0,9.0,499.0,19019
34850,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,96002
26800,Rear-Wheel Drive,Model S,2013.0,ON,1085.0,12.0,426.0,97629
40850,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,81459
37888,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,53645
40850,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,82308
38499,Rear-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,402.0,56159
49988,Rear-Wheel Drive,Model Y,2023.0,QC,1064.0,9.4,418.0,20131
51950,Rear-Wheel Drive,Model Y,2023.0,BC,1064.0,9.4,418.0,28000
69900,unknown,Model X,2016.0,BC,1046.0,12.0,475.0,76000
59850,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,70939
52888,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,509.0,95801
28995,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,354.0,106714
22888,Rear-Wheel Drive,Model S,2013.0,BC,1085.0,10.0,335.0,186017
59950,All-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,538.0,15000
